,brand,name,note,time,category
1411,creed,creederolfa,amber,bot,musk
1412,creed,creederolfa,musk,bot,musk
1413,creed,creedroyalwater,bergamot,top,citrus
1414,creed,creedroyalwater,lemon,top,citrus
1415,creed,creedroyalwater,mandarin orange,top,citrus
1416,creed,creedroyalwater,lemon verbena,top,citrus
1417,creed,creedroyalwater,clementine,top,citrus
1418,creed,creedroyalwater,cumin,mid,spicy
1419,creed,creedroyalwater,basil,mid,green
1420,creed,creedroyalwater,pepper,mid,spicy
1421,creed,creedroyalwater,"arbutus (madrona, bearberry tree)",mid,woody
1422,creed,creedroyalwater,ambergris,bot,musk
1423,creed,creedroyalwater,musk,bot,musk
1424,creed,creedn횋rolisauvage,bergamot,top,citrus
1425,creed,creedn횋rolisauvage,bitter orange,top,citrus
1426,creed,creedn횋rolisauvage,grapefruit,top,citrus
1427,creed,creedn횋rolisauvage,lemon,top,citrus
1428,creed,creedn횋rolisauvage,neroli,top,citrus
1429,creed,creedn횋rolisauvage,lemon verbena,top,citrus
1430,creed,creedn횋rolisauvage,orange blossom,mid,whitefloral
1431,creed,creedn횋rolisauvage,ambergris,bot,musk
1432,creed,creedloveinwhite,orange,top,citrus
1433,creed,creedloveinwhite,iris,mid,floral
1434,creed,creedloveinwhite,narcissus,mid,floral
1435,creed,creedloveinwhite,magnolia,mid,floral
1436,creed,creedloveinwhite,rose,mid,floral
1437,creed,creedloveinwhite,rice,mid,green
1438,creed,creedloveinwhite,vanilla,bot,spicy
1439,creed,creedloveinwhite,ambergris,bot,musk
1440,creed,creedloveinwhite,sandalwood,bot,woody
1441,creed,creedroyalprincessoud,bergamot,top,citrus
1442,creed,creedroyalprincessoud,rose,top,floral
1443,creed,creedroyalprincessoud,violet,top,floral
1444,creed,creedroyalprincessoud,jasmine,mid,whitefloral
1445,creed,creedroyalprincessoud,vanilla,mid,spicy
1446,creed,creedroyalprincessoud,patchouli,mid,woody
1447,creed,creedroyalprincessoud,iris,mid,floral
1448,creed,creedroyalprincessoud,siam,bot,woody
1449,creed,creedroyalprincessoud,sandalwood,bot,woody
1450,creed,creedroyalprincessoud,styrax,bot,resins
1451,creed,creedspringflower,bergamot,top,citrus
1452,creed,creedspringflower,apple,top,fruity
1453,creed,creedspringflower,apricot,top,fruity
1454,creed,creedspringflower,melon,top,fruity
1455,creed,creedspringflower,peach,top,fruity
1456,creed,creedspringflower,jasmine,mid,whitefloral
1457,creed,creedspringflower,rose,mid,floral
1458,creed,creedspringflower,musk,bot,musk
1459,creed,creedacquafiorentina,greengage,top,fruity
1460,creed,creedacquafiorentina,plum,top,fruity
1461,creed,creedacquafiorentina,apple,top,fruity
1462,creed,creedacquafiorentina,rose,mid,floral
1463,creed,creedacquafiorentina,carnation,mid,floral
1464,creed,creedacquafiorentina,bergamot,mid,citrus
1465,creed,creedacquafiorentina,lemon,mid,citrus
1466,creed,creedacquafiorentina,cedar,bot,woody
1467,creed,creedacquafiorentina,sandalwood,bot,woody
1468,creed,creedacquafiorentina,grapefruit,bot,citrus
1469,creed,creedfloralie,rose,top,floral
1470,creed,creedfloralie,tuberose,top,whitefloral
1471,creed,creedfloralie,lilac,top,floral
1472,creed,creedfloralie,marigold,top,green
1473,creed,creedfloralie,amber,mid,musk
1474,creed,creedfloralie,lily of the valley leaves,mid,green
1475,creed,creedfloralie,cedar,mid,woody
1476,creed,creedfloralie,cedar,bot,woody
1477,creed,creedfloralie,amber,bot,musk
1478,creed,creedfloralie,musk,bot,musk
1479,creed,creedfloralie,rose,bot,floral
1480,creed,creedloveinwhiteforsummer,rose,top,floral
1481,creed,creedloveinwhiteforsummer,bergamot,top,citrus
1482,creed,creedloveinwhiteforsummer,magnolia,top,floral
1483,creed,creedloveinwhiteforsummer,iris,mid,floral
1484,creed,creedloveinwhiteforsummer,rice,mid,green
1485,creed,creedloveinwhiteforsummer,cedar,mid,woody
1486,creed,creedloveinwhiteforsummer,ambergris,bot,musk
1487,creed,creedloveinwhiteforsummer,sandalwood,bot,woody
1488,creed,creedloveinwhiteforsummer,apple,bot,fruity
1489,creed,creedloveinwhiteforsummer,jasmine,bot,whitefloral
1490,creed,creedfleurissimo,bergamot,top,citrus
1491,creed,creedfleurissimo,violet leaf,top,green
1492,creed,creedfleurissimo,rose,mid,floral
1493,creed,creedfleurissimo,tuberose,mid,whitefloral
1494,creed,creedfleurissimo,ylang-ylang,mid,floral
1495,creed,creedfleurissimo,iris,bot,floral
1496,creed,creedfleurissimo,ambergris,bot,musk
1497,creed,creedloveinblack,violet,top,floral
1498,creed,creedloveinblack,cedar,top,woody
1499,creed,creedloveinblack,iris,mid,floral
1500,creed,creedloveinblack,cloves,mid,spicy
1501,creed,creedloveinblack,musk,mid,musk
1502,creed,creedloveinblack,violet,bot,floral
1503,creed,creedloveinblack,black currant,bot,fruity
1504,creed,creedloveinblack,rose,bot,floral
1505,creed,creedfleursdegardenia,"arbutus (madrona, bearberry tree)",top,woody
1506,creed,creedfleursdegardenia,black currant,top,fruity
1507,creed,creedfleursdegardenia,galbanum,top,green
1508,creed,creedfleursdegardenia,rose,mid,floral
1509,creed,creedfleursdegardenia,lily of the valley leaves,mid,green
1510,creed,creedfleursdegardenia,jasmine,mid,whitefloral
1511,creed,creedfleursdegardenia,peony,mid,floral
1512,creed,creedfleursdegardenia,gardenia,mid,whitefloral
1513,creed,creedfleursdegardenia,cedar,bot,woody
1514,creed,creedfleursdegardenia,musk,bot,musk
1515,creed,creedfleursdegardenia,patchouli,bot,woody
1516,creed,creedjasminimp횋ratriceeug횋nie,bergamot,top,citrus
1517,creed,creedjasminimp횋ratriceeug횋nie,tangerine,mid,citrus
1518,creed,creedjasminimp횋ratriceeug횋nie,orange,mid,citrus
1519,creed,creedjasminimp횋ratriceeug횋nie,sandalwood,bot,woody
1520,creed,creedjasminimp횋ratriceeug횋nie,ambergris,bot,musk
1521,creed,creedjasminimp횋ratriceeug횋nie,vanilla,bot,spicy
1522,creed,creedjasminimp횋ratriceeug횋nie,neroli,bot,citrus
1523,creed,creedtub횋reuseindiana,bergamot,top,citrus
1524,creed,creedtub횋reuseindiana,tuberose,mid,whitefloral
1525,creed,creedtub횋reuseindiana,vanilla,bot,spicy
1526,creed,creedtub횋reuseindiana,ambergris,bot,musk
1527,creed,creedfantasiadefleurs,bergamot,top,citrus
1528,creed,creedfantasiadefleurs,rose,mid,floral
1529,creed,creedfantasiadefleurs,iris,bot,floral
1530,creed,creedfantasiadefleurs,ambergris,bot,musk
1531,creed,creedangeliqueencens,coriander,top,spicy
1532,creed,creedangeliqueencens,violet,top,floral
1533,creed,creedangeliqueencens,rose,top,floral
1534,creed,creedangeliqueencens,patchouli,mid,woody
1535,creed,creedangeliqueencens,sandalwood,mid,woody
1536,creed,creedangeliqueencens,cinnamon,mid,spicy
1537,creed,creedangeliqueencens,pepper,mid,spicy
1538,creed,creedangeliqueencens,musk,bot,musk
1539,creed,creedangeliqueencens,vetiver,bot,woody
1540,creed,creedangeliqueencens,incense,bot,resins
1541,creed,creedspice&wood,apple,top,fruity
1542,creed,creedspice&wood,bergamot,top,citrus
1543,creed,creedspice&wood,lemon,top,citrus
1544,creed,creedspice&wood,angelica,mid,green
1545,creed,creedspice&wood,"arbutus (madrona, bearberry tree)",mid,woody
1546,creed,creedspice&wood,vetiver,mid,woody
1547,creed,creedspice&wood,patchouli,mid,woody
1548,creed,creedspice&wood,cloves,mid,spicy
1549,creed,creedspice&wood,pimento,mid,spicy
1550,creed,creedspice&wood,birch,mid,woody
1551,creed,creedspice&wood,iris,bot,floral
1552,creed,creedspice&wood,cedar,bot,woody
1553,creed,creedspice&wood,oakmoss,bot,woody
1554,creed,creedspice&wood,musk,bot,musk
1555,creed,creedpurewhitecologne,lemon,top,citrus
1556,creed,creedpurewhitecologne,bergamot,top,citrus
1557,creed,creedpurewhitecologne,grapefruit,top,citrus
1558,creed,creedpurewhitecologne,galbanum,mid,green
1559,creed,creedpurewhitecologne,pear,mid,fruity
1560,creed,creedpurewhitecologne,petitgrain,mid,citrus
1561,creed,creedpurewhitecologne,ambergris,bot,musk
1562,creed,creedpurewhitecologne,musk,bot,musk
1563,creed,creedpurewhitecologne,rice,bot,green
1564,creed,creedjardind'amalfi,mandarin orange,top,citrus
1565,creed,creedjardind'amalfi,bergamot,top,citrus
1566,creed,creedjardind'amalfi,pink pepper,top,spicy
1567,creed,creedjardind'amalfi,petitgrain,top,citrus
1568,creed,creedjardind'amalfi,cedar,mid,woody
1569,creed,creedjardind'amalfi,apple,mid,fruity
1570,creed,creedjardind'amalfi,rose,mid,floral
1571,creed,creedjardind'amalfi,vetiver,bot,woody
1572,creed,creedjardind'amalfi,musk,bot,musk
1573,creed,creedjardind'amalfi,cinnamon,bot,spicy
1574,creed,creedsublimevanille,vanilla,top,spicy
1575,creed,creedsublimevanille,tonka bean,top,spicy
1576,creed,creedsublimevanille,bergamot,mid,citrus
1577,creed,creedsublimevanille,lemon,mid,citrus
1578,creed,creedsublimevanille,musk,bot,musk
1579,creed,creedwhiteflowers,violet leaf,top,green
1580,creed,creedwhiteflowers,apple,top,fruity
1581,creed,creedwhiteflowers,lemon,top,citrus
1582,creed,creedwhiteflowers,jasmine,mid,whitefloral
1583,creed,creedwhiteflowers,geranium,mid,floral
1584,creed,creedwhiteflowers,rose,mid,floral
1585,creed,creedwhiteflowers,musk,bot,musk
1586,creed,creedwhiteflowers,sandalwood,bot,woody
1587,creed,creedwhiteflowers,narcissus,bot,floral
1588,creed,creedwhiteamber,amber,top,musk
1589,creed,creedwhiteamber,vanilla,top,spicy
1590,creed,creedwhiteamber,fruity notes,top,fruity
1591,creed,creedwhiteamber,floral notes,mid,floral
1592,creed,creedwhiteamber,sandalwood,mid,woody
1593,creed,creedwhiteamber,benzoin,mid,resins
1594,creed,creedwhiteamber,floral notes,bot,floral
1595,creed,creedwhiteamber,jasmine,bot,whitefloral
1596,creed,creedwhiteamber,sandalwood,bot,woody
1597,creed,creedwhiteamber,benzoin,bot,resins
