,brand,name,note,category
872,jomalone,basil&neroli,basil,top
873,jomalone,basil&neroli,neroli,mid
874,jomalone,basil&neroli,vetiver,bot
875,jomalone,basil&neroli,white musk,bot
876,jomalone,vetiver&goldenvarilla,vanilla,bot
877,jomalone,vetiver&goldenvarilla,vetiver,bot
878,jomalone,vetiver&goldenvarilla,cardamom,bot
879,jomalone,vetiver&goldenvarilla,tea,bot
880,jomalone,vetiver&goldenvarilla,grapefruit,bot
881,jomalone,velvetrose&oud,damask rose,bot
882,jomalone,velvetrose&oud,agarwood (oud),bot
883,jomalone,velvetrose&oud,praline,bot
884,jomalone,velvetrose&oud,clove,bot
885,jomalone,blackberry&bay,blackberry,bot
886,jomalone,blackberry&bay,bay leaf,bot
887,jomalone,blackberry&bay,grapefruit,bot
888,jomalone,blackberry&bay,cedar,bot
889,jomalone,blackberry&bay,vetiver,bot
890,jomalone,blackberry&bay,floral notes,bot
891,jomalone,amber&lavender,lavender,bot
892,jomalone,amber&lavender,bergamot,bot
893,jomalone,amber&lavender,mint,bot
894,jomalone,amber&lavender,clove,mid
895,jomalone,valley,cinnamon,mid
896,jomalone,valley,amber,bot
897,jomalone,valley,patchouli,bot
898,jomalone,valley,myrhh,bot
899,jomalone,earlgrey&cucumber,bergamot,top
900,jomalone,earlgrey&cucumber,water notes,top
901,jomalone,earlgrey&cucumber,jasmine,top
902,jomalone,earlgrey&cucumber,red apple,top
903,jomalone,earlgrey&cucumber,angelica,mid
904,jomalone,earlgrey&cucumber,cucumber,mid
905,jomalone,earlgrey&cucumber,beeswax,bot
906,jomalone,earlgrey&cucumber,musk,bot
907,jomalone,earlgrey&cucumber,virginia cedar,bot
908,jomalone,earlgrey&cucumber,vanille,bot
909,jomalone,oud&bergamot,agarwood (oud),bot
910,jomalone,oud&bergamot,bergamot,bot
911,jomalone,oud&bergamot,virginia cedar,bot
912,jomalone,oud&bergamot,orange,bot
913,jomalone,oud&bergamot,amalfi lemon,bot
914,jomalone,orangeblossom,tangerine blossom,top
915,jomalone,orangeblossom,orange blossom,mid
916,jomalone,orangeblossom,lilac,mid
917,jomalone,orangeblossom,water lily,mid
918,jomalone,orangeblossom,iris,bot
919,jomalone,orangeblossom,vetiver,bot
920,jomalone,wildbluebell,bellflower,top
921,jomalone,wildbluebell,clove,top
926,jomalone,woodsage&seasalt,sea salt,bot
927,jomalone,woodsage&seasalt,sage,bot
928,jomalone,woodsage&seasalt,grapefruit,bot
929,jomalone,woodsage&seasalt,ambrette (musk mallow),bot
930,jomalone,woodsage&seasalt,seaweed,bot
931,jomalone,englishoak&hazelnut,hazelnut,top
932,jomalone,englishoak&hazelnut,cedar,mid
933,jomalone,englishoak&hazelnut,oak,bot
934,jomalone,englishpear&fressia,hazelnut,top
935,jomalone,englishpear&fressia,cedar,mid
936,jomalone,englishpear&fressia,oak,bot
937,jomalone,tuberoseangelica,angelica,top
938,jomalone,tuberoseangelica,tuberose,mid
939,jomalone,tuberoseangelica,amber,bot
940,jomalone,tuberoseangelica,woodsy notes,bot
941,jomalone,pomegranatenoir,pomegranate,top
942,jomalone,pomegranatenoir,rhuburb,top
943,jomalone,pomegranatenoir,plum,top
944,jomalone,pomegranatenoir,raspberry,top
945,jomalone,pomegranatenoir,watermelon,top
946,jomalone,pomegranatenoir,clove,mid
947,jomalone,pomegranatenoir,pink pepper,mid
948,jomalone,pomegranatenoir,guaiac wood,mid
949,jomalone,pomegranatenoir,olibanum,mid
950,jomalone,pomegranatenoir,opoponax,mid
951,jomalone,pomegranatenoir,rose,mid
952,jomalone,pomegranatenoir,jasmine,mid
957,jomalone,poppy&barley,fig,top
958,jomalone,poppy&barley,black currant,top
959,jomalone,poppy&barley,violet,top
960,jomalone,poppy&barley,wheat,mid
961,jomalone,poppy&barley,powdery notes,mid
962,jomalone,poppy&barley,poppy,mid
963,jomalone,poppy&barley,barley,bot
964,jomalone,poppy&barley,white musk,bot
965,jomalone,poppy&barley,bran,bot
966,jomalone,peony&blushsuede,red apple,top
967,jomalone,peony&blushsuede,peony,mid
968,jomalone,peony&blushsuede,rose,mid
969,jomalone,peony&blushsuede,jasmine,mid
970,jomalone,peony&blushsuede,carnation,mid
971,jomalone,peony&blushsuede,suede,bot
972,jomalone,honeysuckle&davana,davana,top
973,jomalone,honeysuckle&davana,honeysuckle,mid
974,jomalone,honeysuckle&davana,rose,mid
975,jomalone,honeysuckle&davana,moss,bot
976,diptyque,l'eaudeshespérides,bitter orange,top
977,diptyque,l'eaudeshespérides,petitgrain,top
978,diptyque,l'eaudeshespérides,mandarin orange,top
979,diptyque,l'eaudeshespérides,grass,top
980,diptyque,l'eaudeshespérides,rosemary,top
981,diptyque,l'eaudeshespérides,lemon,top
982,diptyque,l'eaudeshespérides,caraway,top
983,diptyque,l'eaudeshespérides,pepper,top
984,diptyque,l'eaudeshespérides,mint,mid
985,diptyque,l'eaudeshespérides,floral notes,mid
986,diptyque,l'eaudeshespérides,immortelle,bot
987,diptyque,l'eaudeshespérides,musk,bot
988,diptyque,l'eaudeshespérides,cedar,bot
989,diptyque,l'eaudenérolieaudetoilette,citruses,top
990,diptyque,l'eaudenérolieaudetoilette,bergamot,top
991,diptyque,l'eaudenérolieaudetoilette,lemon verbena,top
992,diptyque,l'eaudenérolieaudetoilette,petitgrain,top
993,diptyque,l'eaudenérolieaudetoilette,tarragon,top
994,diptyque,l'eaudenérolieaudetoilette,neroli,mid
995,diptyque,l'eaudenérolieaudetoilette,orange blossom,mid
996,diptyque,l'eaudenérolieaudetoilette,egyptian pelargonium,mid
997,diptyque,l'eaudenérolieaudetoilette,beeswax,bot
998,diptyque,l'eaudenérolieaudetoilette,white musk,bot
999,diptyque,l'eaudenérolieaudetoilette,cedar,bot
1000,diptyque,geraniumodorataeaudetoilette,geranium,bot
1001,diptyque,geraniumodorataeaudetoilette,bergamot,bot
1002,diptyque,geraniumodorataeaudetoilette,vetiver,bot
1003,diptyque,geraniumodorataeaudetoilette,pink pepper,bot
1004,diptyque,geraniumodorataeaudetoilette,cedar,bot
1005,diptyque,geraniumodorataeaudetoilette,tonka bean,bot
1006,diptyque,vetyverioeaudetoilette,grapefruit,top
1007,diptyque,vetyverioeaudetoilette,amalfi lemon,top
1008,diptyque,vetyverioeaudetoilette,bergamot,top
1009,diptyque,vetyverioeaudetoilette,mandarin orange,top
1010,diptyque,vetyverioeaudetoilette,geranium,mid
1011,diptyque,vetyverioeaudetoilette,rose,mid
1012,diptyque,ylang,nutmeg,mid
1013,diptyque,ylang,carrot seeds,mid
1014,diptyque,ylang,clove,mid
1015,diptyque,ylang,vetyver,bot
1016,diptyque,ylang,musk,bot
1017,diptyque,ylang,virginia cedar,bot
1018,diptyque,l'eautroiseaudetoilette,rosemary,top
1019,diptyque,l'eautroiseaudetoilette,myrtle,top
1020,diptyque,l'eautroiseaudetoilette,myrhh,mid
1021,diptyque,l'eautroiseaudetoilette,spices,mid
1022,diptyque,l'eautroiseaudetoilette,caraway,mid
1023,diptyque,l'eautroiseaudetoilette,pine tree,bot
1024,diptyque,l'eautroiseaudetoilette,kyara incense (olibanum),bot
1025,diptyque,l'eautroiseaudetoilette,myrhh,bot
1026,diptyque,tamdaoeaudetoilette,italian cypress,top
1027,diptyque,tamdaoeaudetoilette,myrtle,top
1028,diptyque,tamdaoeaudetoilette,rose,top
1029,diptyque,tamdaoeaudetoilette,sandalwood,mid
1030,diptyque,tamdaoeaudetoilette,cedar,mid
1031,diptyque,tamdaoeaudetoilette,brazilian rosewood,bot
1032,diptyque,tamdaoeaudetoilette,spices,bot
1033,diptyque,tamdaoeaudetoilette,amber,bot
1034,diptyque,tamdaoeaudetoilette,white musk,bot
1035,diptyque,philosykoseaudetoilette,fig leaf,top
1036,diptyque,philosykoseaudetoilette,fig,top
1037,diptyque,philosykoseaudetoilette,green notes,mid
1038,diptyque,philosykoseaudetoilette,coconut,mid
1039,diptyque,philosykoseaudetoilette,fig tree,bot
1040,diptyque,philosykoseaudetoilette,woody notes,bot
1041,diptyque,philosykoseaudetoilette,cedar,bot
1042,diptyque,oyédoeaudetoilette,mandarin orange,top
1043,diptyque,oyédoeaudetoilette,yuzu,top
1044,diptyque,oyédoeaudetoilette,lemon,top
1045,diptyque,oyédoeaudetoilette,lime,top
1046,diptyque,oyédoeaudetoilette,thyme,mid
1047,diptyque,oyédoeaudetoilette,woodsy notes,bot
1048,diptyque,eaulenteeaudetoilette,clove,top
1049,diptyque,eaulenteeaudetoilette,cinnamon,top
1050,diptyque,eaulenteeaudetoilette,spices,mid
1051,diptyque,eaulenteeaudetoilette,opoponax,bot
1052,diptyque,ofrésiaeaudetoilette,pepper,top
1053,diptyque,ofrésiaeaudetoilette,freesia,mid
1054,diptyque,ofrésiaeaudetoilette,woodsy notes,bot
1055,diptyque,eaudelierreeaudetoilette,ivy,bot
1056,diptyque,eaudelierreeaudetoilette,cyclamen,bot
1057,diptyque,eaudelierreeaudetoilette,musk,bot
1058,diptyque,eaudelierreeaudetoilette,geranium,bot
1059,diptyque,eaudelierreeaudetoilette,woodsy notes,bot
1060,diptyque,eaudelierreeaudetoilette,brazilian rosewood,bot
1061,diptyque,eaudelierreeaudetoilette,ambergris,bot
1062,diptyque,florabellioeaudetoilette,sea notes,top
1063,diptyque,florabellioeaudetoilette,sea salt,top
1064,diptyque,florabellioeaudetoilette,fennel,top
1065,diptyque,florabellioeaudetoilette,apple blossom,mid
1066,diptyque,florabellioeaudetoilette,osmanthus,mid
1067,diptyque,florabellioeaudetoilette,roasted coffee beans,bot
1068,diptyque,florabellioeaudetoilette,sesame,bot
1069,diptyque,l'eaueaudetoilette,cinnamon,top
1070,diptyque,l'eaueaudetoilette,rose,top
1071,diptyque,l'eaueaudetoilette,geranium,mid
1072,diptyque,l'eaueaudetoilette,cloves,bot
1073,diptyque,l'eaueaudetoilette,sandalwood,bot
1074,diptyque,eauduelleeaudetoilette,bourbon vanilla,bot
1075,diptyque,eauduelleeaudetoilette,elemi resin,bot
1076,diptyque,eauduelleeaudetoilette,cardamom,bot
1077,diptyque,eauduelleeaudetoilette,juniper,bot
1078,diptyque,eauduelleeaudetoilette,olibanum,bot
1079,diptyque,eauduelleeaudetoilette,pink pepper,bot
1080,diptyque,eauduelleeaudetoilette,black tea,bot
1081,diptyque,eauduelleeaudetoilette,ambergris,bot
1082,diptyque,eauduelleeaudetoilette,bergamot,bot
1083,diptyque,eauduelleeaudetoilette,saffron,bot
1084,diptyque,eauduelleeaudetoilette,musk,bot
1085,diptyque,l'autreeaudetoilette,cardamom,top
1086,diptyque,l'autreeaudetoilette,pepper,top
1087,diptyque,l'autreeaudetoilette,carnation,top
1088,diptyque,l'autreeaudetoilette,caraway,mid
1089,diptyque,l'autreeaudetoilette,nutmeg,mid
1090,diptyque,l'autreeaudetoilette,coriander,mid
1091,diptyque,l'autreeaudetoilette,patchouli,bot
1092,diptyque,eauroseeaudetoilette,litchi,top
1093,diptyque,eauroseeaudetoilette,black currant,top
1094,diptyque,eauroseeaudetoilette,bergamot,top
1095,diptyque,eauroseeaudetoilette,rose,mid
1096,diptyque,eauroseeaudetoilette,geranium,mid
1097,diptyque,eauroseeaudetoilette,jasmine,mid
1098,diptyque,eauroseeaudetoilette,musk,bot
1099,diptyque,eauroseeaudetoilette,white honey,bot
1100,diptyque,eauroseeaudetoilette,virginia cedar,bot
1101,diptyque,ylang,floral notes,bot
1102,diptyque,ylang,ginger,bot
1103,diptyque,ylang,pink pepper,bot
1104,diptyque,ylang,vetiver,bot
1105,diptyque,ylang,benzoin,bot
1106,diptyque,ylang,incense,bot
1107,diptyque,ylang,patchouli,bot
1108,diptyque,eaudessenseaudetoilette,orange blossom,top
1109,diptyque,eaudessenseaudetoilette,bitter orange,top
1110,diptyque,eaudessenseaudetoilette,juniper berries,mid
1111,diptyque,eaudessenseaudetoilette,angelica,bot
1112,diptyque,eaudessenseaudetoilette,patchouli,bot
1113,diptyque,l'ombredansl'eaueaudetoilette,cassis,bot
1114,diptyque,l'ombredansl'eaueaudetoilette,rose,bot
1115,diptyque,l'ombredansl'eaueaudetoilette,black currant,bot
1116,diptyque,l'ombredansl'eaueaudetoilette,black currant leaf,bot
1117,diptyque,l'ombredansl'eaueaudetoilette,bergamot,bot
1118,diptyque,l'ombredansl'eaueaudetoilette,ambergris,bot
1119,diptyque,l'ombredansl'eaueaudetoilette,musk,bot
1120,diptyque,l'ombredansl'eaueaudetoilette,mandarin orange,bot
1121,diptyque,oleneeaudetoilette,narcissus,top
1122,diptyque,oleneeaudetoilette,honeysuckle,top
1123,diptyque,oleneeaudetoilette,jasmine,mid
1124,diptyque,oleneeaudetoilette,wisteria,mid
1125,diptyque,oleneeaudetoilette,white flowers,bot
1126,diptyque,oleneeaudetoilette,green notes,bot
1127,diptyque,dosoneaudetoilette,african orange flower,top
1128,diptyque,dosoneaudetoilette,iris,top
1129,diptyque,dosoneaudetoilette,rose,top
1130,diptyque,dosoneaudetoilette,tuberose,mid
1131,diptyque,dosoneaudetoilette,pink pepper,mid
1132,diptyque,dosoneaudetoilette,benzoin,bot
1133,diptyque,dosoneaudetoilette,musk,bot
1134,diptyque,fleurdepeaueaudeparfum,aldehydes,top
1135,diptyque,fleurdepeaueaudeparfum,pink pepper,top
1136,diptyque,fleurdepeaueaudeparfum,angelica,top
1137,diptyque,fleurdepeaueaudeparfum,bergamot,top
1138,diptyque,fleurdepeaueaudeparfum,iris,mid
1139,diptyque,fleurdepeaueaudeparfum,turkish rose,mid
1140,diptyque,fleurdepeaueaudeparfum,musk,bot
1141,diptyque,fleurdepeaueaudeparfum,ambrette (musk mallow),bot
1142,diptyque,fleurdepeaueaudeparfum,carrot,bot
1143,diptyque,fleurdepeaueaudeparfum,ambergris,bot
1144,diptyque,fleurdepeaueaudeparfum,leather,bot
1145,diptyque,fleurdepeaueaudeparfum,sandalwood,bot
1146,diptyque,fleurdepeaueaudeparfum,amberwood,bot
1147,diptyque,eaudeminthéeaudeparfum,mint,top
1148,diptyque,eaudeminthéeaudeparfum,nutmeg,top
1149,diptyque,eaudeminthéeaudeparfum,geranium,mid
1150,diptyque,eaudeminthéeaudeparfum,rose,mid
1151,diptyque,eaudeminthéeaudeparfum,patchouli,bot
1152,diptyque,eaucapitaleeaudeparfum,mint,top
1153,diptyque,eaucapitaleeaudeparfum,nutmeg,top
1154,diptyque,eaucapitaleeaudeparfum,geranium,mid
1155,diptyque,eaucapitaleeaudeparfum,rose,mid
1156,diptyque,eaucapitaleeaudeparfum,patchouli,bot
1157,diptyque,tamdaoeaudeparfum,sandalwood,bot
1158,diptyque,tamdaoeaudeparfum,cedar,bot
1159,diptyque,tamdaoeaudeparfum,amberwood,bot
1160,diptyque,tamdaoeaudeparfum,coriander,bot
1161,diptyque,tamdaoeaudeparfum,vanilla,bot
1162,diptyque,tamdaoeaudeparfum,musk,bot
1163,diptyque,tamdaoeaudeparfum,lime,bot
1164,diptyque,tamdaoeaudeparfum,ginger,bot
1165,diptyque,dosoneaudeparfum,tuberose,bot
1166,diptyque,dosoneaudeparfum,orange leaf,bot
1167,diptyque,dosoneaudeparfum,musk,bot
1168,diptyque,dosoneaudeparfum,pink pepper,bot
1169,diptyque,oudpalaoeaudeparfum,laotian oud,bot
1170,diptyque,oudpalaoeaudeparfum,bulgarian rose,bot
1171,diptyque,oudpalaoeaudeparfum,tobacco,bot
1172,diptyque,oudpalaoeaudeparfum,rum,bot
1173,diptyque,oudpalaoeaudeparfum,labdanum,bot
1174,diptyque,oudpalaoeaudeparfum,sandalwood,bot
1175,diptyque,oudpalaoeaudeparfum,camphor,bot
1176,diptyque,oudpalaoeaudeparfum,patchouli,bot
1177,diptyque,oudpalaoeaudeparfum,madagascar vanilla,bot
1178,diptyque,philosykoseaudeparfum,fig leaf,top
1179,diptyque,philosykoseaudeparfum,fig,top
1180,diptyque,philosykoseaudeparfum,fig tree,mid
1181,diptyque,philosykoseaudeparfum,woody notes,bot
1182,diptyque,philosykoseaudeparfum,black pepper,bot
1183,diptyque,vetyverioeaudeparfum,grapefruit,top
1184,diptyque,vetyverioeaudeparfum,mandarin orange,top
1185,diptyque,vetyverioeaudeparfum,turkish rose,mid
1186,diptyque,vetyverioeaudeparfum,haitian vetiver,bot
1187,diptyque,vetyverioeaudeparfum,vetiver,bot
1188,diptyque,vetyverioeaudeparfum,patchouli,bot
1189,diptyque,voluteseaudeparfum,tobacco,bot
1190,diptyque,voluteseaudeparfum,iris,bot
1191,diptyque,voluteseaudeparfum,honey,bot
1192,diptyque,voluteseaudeparfum,spices,bot
1193,diptyque,voluteseaudeparfum,styrax,bot
1194,diptyque,eauduelleeaudeparfum,bourbon vanilla,bot
1195,diptyque,eauduelleeaudeparfum,spices,bot
1196,diptyque,eauduelleeaudeparfum,ambroxan,bot
1197,diptyque,eauduelleeaudeparfum,rock rose,bot
1198,diptyque,tempoeaudeparfum,patchouli,bot
1199,diptyque,tempoeaudeparfum,mate,bot
1200,diptyque,tempoeaudeparfum,clary sage,bot
1201,diptyque,tempoeaudeparfum,pink pepper,bot
1202,diptyque,tempoeaudeparfum,violet leaf,bot
1203,diptyque,tempoeaudeparfum,bergamot,bot
1204,creed,creedcitrusbigarade,lemon,top
1205,creed,creedcitrusbigarade,petitgrain,top
1206,creed,creedcitrusbigarade,white pepper,mid
1207,creed,creedcitrusbigarade,lemon,mid
1208,creed,creedcitrusbigarade,mandarin,mid
1209,creed,creedcitrusbigarade,petitgrain,mid
1210,creed,creedcitrusbigarade,haitian vetiver,bot
1211,creed,creedcitrusbigarade,ginger,bot
1212,creed,creedcitrusbigarade,peppermint,bot
1213,creed,creedgreenneroli,red mandarin,top
1214,creed,creedgreenneroli,peppermint,top
1215,creed,creedgreenneroli,petitgrain,top
1216,creed,creedgreenneroli,brazilian pintango orange,mid
1217,creed,creedgreenneroli,sweet orange,mid
1218,creed,creedgreenneroli,tarragon,mid
1219,creed,creedgreenneroli,neroli,mid
1220,creed,creedgreenneroli,carraway,bot
1221,creed,creedgreenneroli,rosemary,bot
1222,creed,creedgreenneroli,lemon,bot
1223,creed,creedgreenneroli,mint,bot
1224,creed,creedzestemandarine,lemon,top
1225,creed,creedzestemandarine,orange,top
1226,creed,creedzestemandarine,petitgrain,top
1227,creed,creedzestemandarine,lemon,mid
1228,creed,creedzestemandarine,mandarin,mid
1229,creed,creedzestemandarine,tunisian orange blossom,bot
1230,creed,creedzestemandarine,patchouli flowers,bot
1231,creed,creedzestemandarine,petitgrain,bot
1232,creed,creediristub횋reuse,galbanum,top
1233,creed,creediristub횋reuse,green violet leaf,top
1234,creed,creediristub횋reuse,orange,top
1235,creed,creediristub횋reuse,indian tuberose,mid
1236,creed,creediristub횋reuse,ylang ylang,mid
1237,creed,creediristub횋reuse,lily of the valley,mid
1238,creed,creediristub횋reuse,sicilian orange blossom,bot
1239,creed,creediristub횋reuse,musk,bot
1240,creed,creediristub횋reuse,mexican vanilla orchid,bot
1241,creed,creedvetivergeranium,granny smith apple,top
1242,creed,creedvetivergeranium,bergamot,top
1243,creed,creedvetivergeranium,lemon,top
1244,creed,creedvetivergeranium,geranium,mid
1245,creed,creedvetivergeranium,cinnamon,mid
1246,creed,creedvetivergeranium,rose,mid
1247,creed,creedvetivergeranium,vetiver,bot
1248,creed,creedvetivergeranium,patchouli,bot
1249,creed,creedvetivergeranium,cedar,bot
1250,creed,creedvetivergeranium,musk,bot
1251,creed,creedvetivergeranium,amber,bot
1252,creed,creedaventus,bergamot,top
1253,creed,creedaventus,blackcurrant leaves,top
1254,creed,creedaventus,apple,top
1255,creed,creedaventus,pineapple,top
1256,creed,creedaventus,pink berries,mid
1257,creed,creedaventus,birch,mid
1258,creed,creedaventus,patchouli,mid
1259,creed,creedaventus,jasmine,mid
1260,creed,creedaventus,musk,bot
1261,creed,creedaventus,oakmoss,bot
1262,creed,creedaventus,ambergris,bot
1263,creed,creedaventus,vanilla,bot
1264,creed,creedaventuscologne,ginger,top
1265,creed,creedaventuscologne,mandarin,top
1266,creed,creedaventuscologne,baie rose,top
1267,creed,creedaventuscologne,patchouli,mid
1268,creed,creedaventuscologne,indian sandalwood,mid
1269,creed,creedaventuscologne,vetiver,mid
1270,creed,creedaventuscologne,styrax,bot
1271,creed,creedaventuscologne,birch,bot
1272,creed,creedaventuscologne,musk,bot
1273,creed,creedaventuscologne,tonka bean,bot
1274,creed,creedgreenirishtweed,lemon,top
1275,creed,creedgreenirishtweed,verbena from india,top
1276,creed,creedgreenirishtweed,peppermint,top
1277,creed,creedgreenirishtweed,violet leaves,mid
1278,creed,creedgreenirishtweed,florentine iris,bot
1279,creed,creedgreenirishtweed,sandalwood,bot
1280,creed,creedgreenirishtweed,ambergris,bot
1281,creed,creedsilvermountainwater,bergamot,top
1282,creed,creedsilvermountainwater,mandarin,top
1283,creed,creedsilvermountainwater,neroli,top
1284,creed,creedsilvermountainwater,green tea,mid
1285,creed,creedsilvermountainwater,blackcurrant bud,mid
1286,creed,creedsilvermountainwater,sandalwood,bot
1287,creed,creedsilvermountainwater,musk,bot
1288,creed,creedmill횋simeimp횋rial,bergamot,top
1289,creed,creedmill횋simeimp횋rial,green mandarin,top
1290,creed,creedmill횋simeimp횋rial,lemon,top
1291,creed,creedmill횋simeimp횋rial,iris,mid
1292,creed,creedmill횋simeimp횋rial,sandalwood,bot
1293,creed,creedmill횋simeimp횋rial,amber,bot
1294,creed,creedmill횋simeimp횋rial,musk,bot
1295,creed,creedaventusforher,egyptian green apple,top
1296,creed,creedaventusforher,pink berries,top
1297,creed,creedaventusforher,indonesian patchouli,top
1298,creed,creedaventusforher,italian bergamot,top
1299,creed,creedaventusforher,bulgarian and turkish roses,mid
1300,creed,creedaventusforher,indian sandalwood,mid
1301,creed,creedaventusforher,styrax,mid
1302,creed,creedaventusforher,musk,mid
1303,creed,creedaventusforher,sweet peach,bot
1304,creed,creedaventusforher,cassis,bot
1305,creed,creedaventusforher,lilac,bot
1306,creed,creedaventusforher,amber,bot
1307,creed,creedaventusforher,ylang ylang,bot
1308,creed,creedviking,calabrian bergamot,top
1309,creed,creedviking,sicilian lemon,top
1310,creed,creedviking,pink peppercorn,top
1311,creed,creedviking,peppercorn,mid
1312,creed,creedviking,bulgarian rose,mid
1313,creed,creedviking,peppermint,mid
1314,creed,creedviking,indian sandalwood,bot
1315,creed,creedviking,haitian vetiver,bot
1316,creed,creedviking,indian patchouli,bot
1317,creed,creedviking,lavandin absolute,bot
1318,creed,creedroyaloud,lemon,top
1319,creed,creedroyaloud,pink berries,top
1320,creed,creedroyaloud,bergamot,top
1321,creed,creedroyaloud,cedar,mid
1322,creed,creedroyaloud,galbanum,mid
1323,creed,creedroyaloud,angelica roots,mid
1324,creed,creedroyaloud,sandalwood,bot
1325,creed,creedroyaloud,oud,bot
1326,creed,creedroyaloud,tonkin musk,bot
1327,creed,creedvirginislandwater,sicilian white bergamot,top
1328,creed,creedvirginislandwater,jamaican lime,top
1329,creed,creedvirginislandwater,sicilian mandarin,top
1330,creed,creedvirginislandwater,hibiscus,mid
1331,creed,creedvirginislandwater,ylang ylang,mid
1332,creed,creedvirginislandwater,indian jasmine,mid
1333,creed,creedvirginislandwater,tonkin musk,bot
1334,creed,creedvirginislandwater,tropical wood,bot
1335,creed,creedoriginalv횋tiver,bergamot,top
1336,creed,creedoriginalv횋tiver,bitter orange,top
1337,creed,creedoriginalv횋tiver,mandarin,top
1338,creed,creedoriginalv횋tiver,vetiver leaves,top
1339,creed,creedoriginalv횋tiver,white pepper,mid
1340,creed,creedoriginalv횋tiver,coriander,mid
1341,creed,creedoriginalv횋tiver,pink berries,mid
1342,creed,creedoriginalv횋tiver,mysore sandalwood,bot
1343,creed,creedoriginalv횋tiver,vetiver,bot
1344,creed,creedoriginalv횋tiver,ambergris,bot
1345,creed,creedoriginalv횋tiver,tonkin musk,bot
1346,creed,creedoriginalsantal,orange tree absolute,top
1347,creed,creedoriginalsantal,jamaican ginger,top
1348,creed,creedoriginalsantal,sicilian lemon,top
1349,creed,creedoriginalsantal,lavender,mid
1350,creed,creedoriginalsantal,peppermint,mid
1351,creed,creedoriginalsantal,rosemary,mid
1352,creed,creedoriginalsantal,pink berries,mid
1353,creed,creedoriginalsantal,mysore sandalwood,bot
1354,creed,creedoriginalsantal,virginia cedar,bot
1355,creed,creedoriginalsantal,vanilla,bot
1356,creed,creedoriginalsantal,siam benzoin,bot
1357,creed,creedoriginalsantal,ambergris,bot
1358,creed,creedoriginalsantal,tonkin musk,bot
1359,creed,creedhimalaya,bergamot,top
1360,creed,creedhimalaya,grapefruit,top
1361,creed,creedhimalaya,lemon,top
1362,creed,creedhimalaya,mandarin,top
1363,creed,creedhimalaya,pinkberries,mid
1364,creed,creedhimalaya,nutmeg,mid
1365,creed,creedhimalaya,cedarwood,mid
1366,creed,creedhimalaya,sandalwood,mid
1367,creed,creedhimalaya,vetiver,mid
1368,creed,creedhimalaya,pepper,mid
1369,creed,creedhimalaya,ambergris,bot
1370,creed,creedhimalaya,musk,bot
1371,creed,creedhimalaya,tonka bean,bot
1372,creed,creedroyalmayfair,british gin,top
1373,creed,creedroyalmayfair,jamaican lime,top
1374,creed,creedroyalmayfair,scottish highland pine,top
1375,creed,creedroyalmayfair,duke of windsor roses,mid
1376,creed,creedroyalmayfair,bahamian orange,bot
1377,creed,creedroyalmayfair,canadian cedar,bot
1378,creed,creedroyalmayfair,australian eucalyptus,bot
1379,creed,creedboisduportugal,bergamot,top
1380,creed,creedboisduportugal,lavender,top
1381,creed,creedboisduportugal,cedarwood,mid
1382,creed,creedboisduportugal,sandalwood,bot
1383,creed,creedboisduportugal,vetiver,bot
1384,creed,creedboisduportugal,ambergris,bot
1385,creed,creedtabaromemill횋sime,bergamot,top
1386,creed,creedtabaromemill횋sime,lemon,top
1387,creed,creedtabaromemill횋sime,mandarin,top
1388,creed,creedtabaromemill횋sime,ginger,top
1389,creed,creedtabaromemill횋sime,jasmine,mid
1390,creed,creedtabaromemill횋sime,sandalwood,mid
1391,creed,creedtabaromemill횋sime,vetiver,mid
1392,creed,creedtabaromemill횋sime,musk,bot
1393,creed,creedtabaromemill횋sime,tobacco,bot
1394,creed,creedtabaromemill횋sime,tea,bot
1395,creed,creederolfa,bergamot,top
1396,creed,creederolfa,lemon,top
1397,creed,creederolfa,orange,top
1398,creed,creederolfa,violet,top
1399,creed,creederolfa,cumin,top
1400,creed,creederolfa,basil,top
1401,creed,creederolfa,rosemary,top
1402,creed,creederolfa,melon,top
1403,creed,creederolfa,cyclamen,mid
1404,creed,creederolfa,jasmine,mid
1405,creed,creederolfa,ginger,mid
1406,creed,creederolfa,coriander,mid
1407,creed,creederolfa,pepper,mid
1408,creed,creederolfa,cedarwood,bot
1409,creed,creederolfa,sandalwood,bot
1410,creed,creederolfa,moss,bot
1411,creed,creederolfa,amber,bot
1412,creed,creederolfa,musk,bot
1413,creed,creedroyalwater,bergamot,top
1414,creed,creedroyalwater,lemon,top
1415,creed,creedroyalwater,mandarin,top
1416,creed,creedroyalwater,verbena,top
1417,creed,creedroyalwater,clementine,top
1418,creed,creedroyalwater,cumin,mid
1419,creed,creedroyalwater,basil,mid
1420,creed,creedroyalwater,pepper,mid
1421,creed,creedroyalwater,pinkberries,mid
1422,creed,creedroyalwater,ambergris,bot
1423,creed,creedroyalwater,tonkin musk,bot
1424,creed,creedn횋rolisauvage,bergamot,top
1425,creed,creedn횋rolisauvage,bitter orange,top
1426,creed,creedn횋rolisauvage,grapefruit,top
1427,creed,creedn횋rolisauvage,lemon,top
1428,creed,creedn횋rolisauvage,neroli,top
1429,creed,creedn횋rolisauvage,verbena,top
1430,creed,creedn횋rolisauvage,orange blossom,mid
1431,creed,creedn횋rolisauvage,ambergris,bot
